product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0154_P004,M0154,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,North America,Mid-Market,CRO,1247,0.356,83437485,120000,1.454754,0.167133,13945119,74,188448,0.058,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0154_P005,M0154,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,North America,Mid-Market,CRO,1247,0.356,83437485,90000,1.090104,0.125239,10449627,56,186600,0.058,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0154_P006,M0154,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,CRO,1247,0.356,83437485,160000,0.85391,0.098103,8185493,44,186034,0.058,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0154_P007,M0154,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,North America,Mid-Market,CRO,1247,0.356,83437485,80000,1.209915,0.139004,11598120,62,187066,0.058,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0154_P008,M0154,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,CRO,1247,0.356,83437485,110000,0.594194,0.068265,5695877,30,189863,0.058,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P001,M0155,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,150000,1.280967,0.148898,8578007,47,182511,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P002,M0155,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,175000,0.760683,0.088421,5093922,28,181926,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P003,M0155,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,135000,1.117704,0.129921,7484719,41,182554,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P004,M0155,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,120000,0.797768,0.092732,5342263,29,184216,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P005,M0155,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,90000,1.987837,0.231064,13311572,73,182350,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P006,M0155,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,160000,0.85391,0.099257,5718217,31,184459,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P007,M0155,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,80000,1.209915,0.140639,8102208,45,180049,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0155_P008,M0155,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Strategy,884,0.358,57609929,110000,0.594194,0.069068,3979021,22,180865,0.111,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P001,M0156,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,150000,0.702466,0.082203,2554708,22,116123,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P002,M0156,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,175000,0.760683,0.089016,2766432,24,115268,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P003,M0156,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,135000,1.117704,0.130795,4064837,35,116138,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P004,M0156,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,120000,1.220116,0.142779,4437285,38,116771,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P005,M0156,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,90000,1.090104,0.127565,3964462,34,116602,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P006,M0156,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,160000,0.85391,0.099925,3105477,27,115018,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P007,M0156,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,80000,2.206316,0.258185,8023869,69,116288,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0156_P008,M0156,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,North America,Mid-Market,Product,925,0.287,31078016,110000,0.594194,0.069533,2160946,18,120053,0.115,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0157_P001,M0157,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,150000,1.097603,0.097566,9460425,7,1351489,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P002,M0157,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,175000,2.167388,0.19266,18681084,14,1334363,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P003,M0157,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,135000,1.28536,0.114256,11078739,9,1230971,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P004,M0157,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,120000,0.917433,0.081551,7907516,6,1317919,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P005,M0157,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,90000,0.784875,0.069768,6764973,5,1352995,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P006,M0157,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,160000,2.433016,0.216271,20970579,16,1310661,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P007,M0157,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,80000,0.871139,0.077436,7508495,6,1251416,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0157_P008,M0157,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CFO,205,0.367,96964195,110000,1.693015,0.150492,14592384,11,1326580,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P001,M0158,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,150000,1.097603,0.10738,4751697,4,1187924,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P002,M0158,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,175000,1.188567,0.116279,5145498,4,1286374,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P003,M0158,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,135000,2.343892,0.229305,10147082,9,1127454,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P004,M0158,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,120000,1.672967,0.163668,7242541,6,1207090,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P005,M0158,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,90000,0.784875,0.076785,3397850,3,1132617,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P006,M0158,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,160000,1.334234,0.13053,5776114,5,1155223,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P007,M0158,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,80000,0.871139,0.085224,3771299,3,1257100,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0158_P008,M0158,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Strategic,CRO,159,0.238,44251390,110000,0.928427,0.090829,4019309,3,1339770,0.119,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0159_P001,M0159,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,150000,2.001511,0.200997,9799963,14,699997,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P002,M0159,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,175000,1.188567,0.119359,5819562,8,727445,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P003,M0159,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,135000,1.28536,0.129079,6293487,9,699276,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P004,M0159,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,120000,0.917433,0.092131,4492014,7,641716,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P005,M0159,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,90000,1.431243,0.143729,7007770,10,700777,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P006,M0159,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,160000,1.334234,0.133987,6532789,9,725865,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P007,M0159,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,80000,0.871139,0.087482,4265343,6,710890,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0159_P008,M0159,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Strategy,208,0.34,48756772,110000,0.928427,0.093235,4545844,7,649406,0.122,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0160_P001,M0160,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,150000,1.097603,0.114206,5496805,9,610756,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P002,M0160,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,175000,1.188567,0.123671,5952357,10,595236,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P003,M0160,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,135000,1.28536,0.133742,6437097,10,643710,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P004,M0160,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,120000,1.403134,0.145996,7026907,11,638810,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P005,M0160,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,90000,0.784875,0.081666,3930663,6,655110,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P006,M0160,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,160000,1.334234,0.138827,6681859,11,607442,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P007,M0160,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,80000,1.588547,0.165289,7955461,13,611959,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0160_P008,M0160,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Strategic,Product,208,0.371,48130723,110000,0.928427,0.096603,4649574,7,664225,0.103,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0161_P001,M0161,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,150000,0.96589,0.090756,7734079,10,773408,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P002,M0161,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,175000,1.907301,0.179212,15272144,20,763607,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P003,M0161,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,135000,1.341245,0.126025,10739622,14,767116,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P004,M0161,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,120000,0.957322,0.089951,7665469,10,766547,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P005,M0161,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,90000,0.872084,0.081942,6982948,9,775883,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P006,M0161,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,160000,2.141054,0.201176,17143849,22,779266,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P007,M0161,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,80000,0.967932,0.090948,7750427,10,775043,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0161_P008,M0161,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CFO,326,0.337,85218091,110000,1.489853,0.139988,11929553,15,795304,0.088,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0162_P001,M0162,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,150000,0.96589,0.096257,8335022,16,520939,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P002,M0162,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,175000,1.045939,0.104234,9025794,18,501433,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P003,M0162,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,135000,2.4458,0.243739,21105709,41,514773,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P004,M0162,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,120000,1.745705,0.17397,15064325,29,519459,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P005,M0162,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,90000,0.872084,0.086909,7525528,15,501702,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P006,M0162,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,160000,1.174126,0.117009,10131966,20,506598,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P007,M0162,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,80000,0.967932,0.09646,8352641,16,522040,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0162_P008,M0162,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,CRO,472,0.356,86591317,110000,0.817016,0.081421,7050332,14,503595,0.131,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0163_P001,M0163,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,150000,1.761329,0.182423,11177933,32,349310,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P002,M0163,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,175000,1.045939,0.108329,6637849,19,349360,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P003,M0163,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,135000,1.341245,0.138915,8511952,24,354665,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P004,M0163,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,120000,0.957322,0.099151,6075456,17,357380,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P005,M0163,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,90000,1.59027,0.164706,10092337,29,348012,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P006,M0163,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,160000,1.174126,0.121606,7451363,21,354827,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P007,M0163,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,80000,0.967932,0.10025,6142792,18,341266,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0163_P008,M0163,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Strategy,571,0.307,61274715,110000,0.817016,0.084619,5185033,15,345669,0.106,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P001,M0164,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,150000,0.96589,0.102259,4852760,12,404397,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P002,M0164,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,175000,1.045939,0.110734,5254936,13,404226,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P003,M0164,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,135000,1.341245,0.141998,6738593,16,421162,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P004,M0164,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,120000,1.464139,0.155009,7356029,18,408668,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P005,M0164,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,90000,0.872084,0.092328,4381462,11,398315,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P006,M0164,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,160000,1.174126,0.124305,5898965,14,421355,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P007,M0164,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,80000,1.765053,0.186867,8867857,21,422279,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0164_P008,M0164,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Enterprise,Product,290,0.393,47455398,110000,0.817016,0.086498,4104796,10,410480,0.049,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0165_P001,M0165,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,150000,0.702466,0.078525,7824285,30,260810,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P002,M0165,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,175000,1.387128,0.15506,15450271,59,261869,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P003,M0165,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,135000,1.117704,0.124943,12449346,47,264880,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P004,M0165,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,120000,0.797768,0.089179,8885795,34,261347,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P005,M0165,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,90000,1.090104,0.121857,12141928,46,263955,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P006,M0165,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,160000,1.55713,0.174064,17343807,66,262785,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P007,M0165,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,80000,1.209915,0.13525,13476418,51,264243,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0165_P008,M0165,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Manufacturing,Europe,Mid-Market,CFO,982,0.387,99640544,110000,1.083529,0.121122,12068694,46,262363,0.045,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0166_P001,M0166,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Manufacturing,Europe,Mid-Market,CRO,913,0.267,55664291,150000,0.702466,0.080704,4492347,20,224617,0.055,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0166_P002,M0166,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Manufacturing,Europe,Mid-Market,CRO,913,0.267,55664291,175000,0.760683,0.087393,4864654,21,231650,0.055,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0166_P003,M0166,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Manufacturing,Europe,Mid-Market,CRO,913,0.267,55664291,135000,2.038167,0.234159,13034307,57,228672,0.055,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0166_P004,M0166,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Manufacturing,Europe,Mid-Market,CRO,913,0.267,55664291,120000,1.454754,0.167133,9303314,41,226910,0.055,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0166_P005,M0166,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Manufacturing,Europe,Mid-Market,CRO,913,0.267,55664291,90000,1.090104,0.125239,6971340,31,224882,0.055,High,Low,Normalized persona x industry x company-size x ACV fit weights
